时间,Twitter ID,用户名,正文,回复,转发,点赞
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 3:00 PM",CarNewsBit,Top Car News,"Серийная #TeslaModel3: без щитка приборов и воздуховодов?: http://www.mambolook.com/cars/tesla/model-3 …, http://www.mambolook.com/link/6906856 pic.twitter.com/UNSm2ve3JT",0,0,0
"2016-12-15, 5:04 AM",lifeinportugal,portugal,@elonmusk @elonmusk_news  #Meirinhas #Portugal #manufacturing #Earth & #humanity need #tesla #Europe #teslamodel3 pic.twitter.com/ExtdVc9BLl,0,0,0
"2016-12-15, 4:06 AM",nancy_wanda,Nancy Wanda,The most anticipated #tech of 2017 http://cnet.co/2hkRYSG  via @CNET #NintendoSwitch #ProjectScorpio #TeslaModel3 #AmazonEcho #AndroidWear,0,0,1
"2016-12-15, 12:30 AM",Cisco_Mobile,Todd Smith,Here's Lucid Motors 400-mile range luxury Electric Vehicle https://goo.gl/OP0jjE  #electricvehicles #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-15, 12:29 AM",ElectricCarNews,Morey Schapira,Electrified Vehicles Will Make Up Nearly 10 Percent of… http://dlvr.it/MtgTtL  #News #Tesla #globalelectricvehiclesales #teslamodel3,0,0,0
"2016-12-14, 7:44 PM",deborahskyrim,deborah marie,@st4_nn #cleanenergy #cleanenergypackage #EnvironmentPledge #EnvironmentalPolicy  #teslamodel3    #TeslaX My baby with wings,0,1,1
"2016-12-14, 5:28 PM",evannex_com,EVANNEX for Tesla,#TeslaModel3 book review from @TeslaPittsburgh  — check it out: http://ow.ly/RJax3078yrK  $tsla #Tesla #teslamotors #teslamodels #elonmusk #EV,0,3,5
"2016-12-14, 12:35 PM",evannex_com,EVANNEX for Tesla,Why is #Tesla stock surging? Some answers here: http://ow.ly/GOt33077Trr  $tsla #teslamotors #teslamodels #teslamodelx #teslamodel3 #elonmusk,0,4,4
"2016-12-14, 7:50 AM",evannex_com,EVANNEX for Tesla,"What are the key indicators for #TeslaModel3 that we can look for in 2017, read here: http://ow.ly/zdI43077g9k  $tsla #teslamotors #tesla #EV",0,2,2
"2016-12-14, 7:16 AM",eshellshear,Evan Shellshear,Chevy delivers its first Bolt EVs in Tesla's backyard https://www.engadget.com/2016/12/13/chevy-delivers-its-first-bolt-evs-in-teslas-backyard/ … #EVs #ElectricVehicle #chevybolt #TeslaModel3,1,4,5
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 3:00 PM",CarNewsBit,Top Car News,"Серийная #TeslaModel3: без щитка приборов и воздуховодов?: http://www.mambolook.com/cars/tesla/model-3 …, http://www.mambolook.com/link/6906856 pic.twitter.com/UNSm2ve3JT",0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-15, 12:30 AM",Cisco_Mobile,Todd Smith,Here's Lucid Motors 400-mile range luxury Electric Vehicle https://goo.gl/OP0jjE  #electricvehicles #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-15, 12:29 AM",ElectricCarNews,Morey Schapira,Electrified Vehicles Will Make Up Nearly 10 Percent of… http://dlvr.it/MtgTtL  #News #Tesla #globalelectricvehiclesales #teslamodel3,0,0,0
"2016-12-14, 7:44 PM",deborahskyrim,deborah marie,@st4_nn #cleanenergy #cleanenergypackage #EnvironmentPledge #EnvironmentalPolicy  #teslamodel3    #TeslaX My baby with wings,0,1,1
"2016-12-14, 5:28 PM",evannex_com,EVANNEX for Tesla,#TeslaModel3 book review from @TeslaPittsburgh  — check it out: http://ow.ly/RJax3078yrK  $tsla #Tesla #teslamotors #teslamodels #elonmusk #EV,0,3,5
"2016-12-14, 12:35 PM",evannex_com,EVANNEX for Tesla,Why is #Tesla stock surging? Some answers here: http://ow.ly/GOt33077Trr  $tsla #teslamotors #teslamodels #teslamodelx #teslamodel3 #elonmusk,0,4,4
"2016-12-14, 7:50 AM",evannex_com,EVANNEX for Tesla,"What are the key indicators for #TeslaModel3 that we can look for in 2017, read here: http://ow.ly/zdI43077g9k  $tsla #teslamotors #tesla #EV",0,2,2
"2016-12-14, 7:16 AM",eshellshear,Evan Shellshear,Chevy delivers its first Bolt EVs in Tesla's backyard https://www.engadget.com/2016/12/13/chevy-delivers-its-first-bolt-evs-in-teslas-backyard/ … #EVs #ElectricVehicle #chevybolt #TeslaModel3,1,4,5
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 3:00 PM",CarNewsBit,Top Car News,"Серийная #TeslaModel3: без щитка приборов и воздуховодов?: http://www.mambolook.com/cars/tesla/model-3 …, http://www.mambolook.com/link/6906856 pic.twitter.com/UNSm2ve3JT",0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-12, 11:47 AM",PConfidential,Profit Confidential,.@TeslaMotors Cars: Are the Automakers Uniting Against #tesla ? https://goo.gl/NWzrUx  #ProfitCo #stocks #teslamodel3 pic.twitter.com/AlVGZmfen9,0,2,2
"2016-12-12, 10:38 AM",TrendinTech,TrendinTech,Will @TeslaMotors Ever Have Problems With Selling #Cars? http://trendintech.com/2016/12/12/will-tesla-ever-have-problems-with-selling-cars/ … #Model3 #models #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-14, 5:28 PM",evannex_com,EVANNEX for Tesla,#TeslaModel3 book review from @TeslaPittsburgh  — check it out: http://ow.ly/RJax3078yrK  $tsla #Tesla #teslamotors #teslamodels #elonmusk #EV,0,3,5
"2016-12-14, 12:35 PM",evannex_com,EVANNEX for Tesla,Why is #Tesla stock surging? Some answers here: http://ow.ly/GOt33077Trr  $tsla #teslamotors #teslamodels #teslamodelx #teslamodel3 #elonmusk,0,4,4
"2016-12-14, 7:50 AM",evannex_com,EVANNEX for Tesla,"What are the key indicators for #TeslaModel3 that we can look for in 2017, read here: http://ow.ly/zdI43077g9k  $tsla #teslamotors #tesla #EV",0,2,2
"2016-12-14, 7:16 AM",eshellshear,Evan Shellshear,Chevy delivers its first Bolt EVs in Tesla's backyard https://www.engadget.com/2016/12/13/chevy-delivers-its-first-bolt-evs-in-teslas-backyard/ … #EVs #ElectricVehicle #chevybolt #TeslaModel3,1,4,5
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-12, 11:47 AM",PConfidential,Profit Confidential,.@TeslaMotors Cars: Are the Automakers Uniting Against #tesla ? https://goo.gl/NWzrUx  #ProfitCo #stocks #teslamodel3 pic.twitter.com/AlVGZmfen9,0,2,2
"2016-12-12, 10:38 AM",TrendinTech,TrendinTech,Will @TeslaMotors Ever Have Problems With Selling #Cars? http://trendintech.com/2016/12/12/will-tesla-ever-have-problems-with-selling-cars/ … #Model3 #models #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-12, 8:45 AM",Model3Owners,Model 3 Owners Club,Last chance to get some cool swag in time for the holidays!  #Tesla #TeslaModel3 https://model3ownersclub.com/shop/,0,2,9
"2016-12-12, 7:21 AM",Gregordreams,Gregor,"#Tesla is yet a great unknown. Will be possible a #teslamodel3 at $35,000? #ecarhttps://twitter.com/Gregordreams/status/736229887506321409 …",0,0,0
"2016-12-12, 5:31 AM",AutoreviewRu,Авторевю,"Серийная Tesla Model 3: без щитка приборов и воздуховодов?
https://autoreview.ru/news/seriynaya-tesla-model-3-bez-schitka-priborov-i-vozduhovodov …
#Tesla #teslamodel3 pic.twitter.com/Oo6ibGd8hK",0,1,1
"2016-12-14, 12:35 PM",evannex_com,EVANNEX for Tesla,Why is #Tesla stock surging? Some answers here: http://ow.ly/GOt33077Trr  $tsla #teslamotors #teslamodels #teslamodelx #teslamodel3 #elonmusk,0,4,4
"2016-12-14, 7:50 AM",evannex_com,EVANNEX for Tesla,"What are the key indicators for #TeslaModel3 that we can look for in 2017, read here: http://ow.ly/zdI43077g9k  $tsla #teslamotors #tesla #EV",0,2,2
"2016-12-14, 7:16 AM",eshellshear,Evan Shellshear,Chevy delivers its first Bolt EVs in Tesla's backyard https://www.engadget.com/2016/12/13/chevy-delivers-its-first-bolt-evs-in-teslas-backyard/ … #EVs #ElectricVehicle #chevybolt #TeslaModel3,1,4,5
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-12, 11:47 AM",PConfidential,Profit Confidential,.@TeslaMotors Cars: Are the Automakers Uniting Against #tesla ? https://goo.gl/NWzrUx  #ProfitCo #stocks #teslamodel3 pic.twitter.com/AlVGZmfen9,0,2,2
"2016-12-12, 10:38 AM",TrendinTech,TrendinTech,Will @TeslaMotors Ever Have Problems With Selling #Cars? http://trendintech.com/2016/12/12/will-tesla-ever-have-problems-with-selling-cars/ … #Model3 #models #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-12, 8:45 AM",Model3Owners,Model 3 Owners Club,Last chance to get some cool swag in time for the holidays!  #Tesla #TeslaModel3 https://model3ownersclub.com/shop/,0,2,9
"2016-12-12, 7:39 AM",evannex_com,EVANNEX for Tesla,"5 tips to buy the perfect used #TeslaModelS now, watch video: http://ow.ly/zvtS3072ueU  $tsla #teslamotors #tesla #teslamodel3 #teslamodelx",0,5,5
"2016-12-12, 7:21 AM",Gregordreams,Gregor,"#Tesla is yet a great unknown. Will be possible a #teslamodel3 at $35,000? #ecarhttps://twitter.com/Gregordreams/status/736229887506321409 …",0,0,0
"2016-12-12, 5:31 AM",AutoreviewRu,Авторевю,"Серийная Tesla Model 3: без щитка приборов и воздуховодов?
https://autoreview.ru/news/seriynaya-tesla-model-3-bez-schitka-priborov-i-vozduhovodov …
#Tesla #teslamodel3 pic.twitter.com/Oo6ibGd8hK",0,1,1
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-12, 11:47 AM",PConfidential,Profit Confidential,.@TeslaMotors Cars: Are the Automakers Uniting Against #tesla ? https://goo.gl/NWzrUx  #ProfitCo #stocks #teslamodel3 pic.twitter.com/AlVGZmfen9,0,2,2
"2016-12-12, 10:38 AM",TrendinTech,TrendinTech,Will @TeslaMotors Ever Have Problems With Selling #Cars? http://trendintech.com/2016/12/12/will-tesla-ever-have-problems-with-selling-cars/ … #Model3 #models #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-12, 8:45 AM",Model3Owners,Model 3 Owners Club,Last chance to get some cool swag in time for the holidays!  #Tesla #TeslaModel3 https://model3ownersclub.com/shop/,0,2,9
"2016-12-12, 7:39 AM",evannex_com,EVANNEX for Tesla,"5 tips to buy the perfect used #TeslaModelS now, watch video: http://ow.ly/zvtS3072ueU  $tsla #teslamotors #tesla #teslamodel3 #teslamodelx",0,5,5
"2016-12-12, 7:21 AM",Gregordreams,Gregor,"#Tesla is yet a great unknown. Will be possible a #teslamodel3 at $35,000? #ecarhttps://twitter.com/Gregordreams/status/736229887506321409 …",0,0,0
"2016-12-12, 5:31 AM",AutoreviewRu,Авторевю,"Серийная Tesla Model 3: без щитка приборов и воздуховодов?
https://autoreview.ru/news/seriynaya-tesla-model-3-bez-schitka-priborov-i-vozduhovodov …
#Tesla #teslamodel3 pic.twitter.com/Oo6ibGd8hK",0,1,1
"2016-12-12, 12:06 AM",TMN_Online,Inno Media,"#Cars #TeslaModel3 - 2018 Tesla Model 3: To feature 250 miles range, 15-inch landscape touch-screen, Ludicrous... http://fb.me/8AYJhv0re",0,0,0
"2016-12-11, 12:57 PM",evannex_com,EVANNEX for Tesla,"#TeslaMotors is prepping for the #TeslaModel3 in a big way, read here: http://ow.ly/wuPl3071e4D  $tsla #teslamotors #teslamodels #elonmusk #EV",1,3,15
"2016-12-11, 12:41 PM",TeslaClubUK,Tesla Owners Club UK,Russian off road test of Model X shows true off road ability #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/M5Ze_QxyCBQ,0,1,0
"2016-12-13, 5:05 PM",TeslaClubUK,Tesla Owners Club UK,"Great review of pre-owned Tesla after 1 year of ownership #tesla #teslamodel3 #teslamodelS 
http://ow.ly/wT1y3076cV3 
https://cleantechnica.com/2016/12/13/tesla-model-s-long-term-review-year-1-summary-cleantechnica-exclusive/ …",0,0,0
"2016-12-13, 3:30 PM",electro_mov,electromovilidad,"Así será el interior minimalista del Tesla Model 3 ¿Que os parece? 

http://electromovilidad.net/asi-sera-el-in … #Tesla  #TeslaModel3 #VEpic.twitter.com/2FAEC7VvV6",0,0,4
"2016-12-13, 2:06 PM",TeslaClubUK,Tesla Owners Club UK,Brilliant ad from Nissan to promote their new EV Leaf #tesla #teslamodel3 #elonmusk #teslamodelX #teslamodelshttps://youtu.be/w7A7ZmVar8w,0,0,0
"2016-12-13, 1:11 PM",Guardian_AAngel,GuardianDroneAngel🛰,@Model3Owners @DMC_Ryan @evannex_com @TeslaMotors @elonmusk Is this final? #TeslaModel3 #NewInterior http://bit.ly/2gx7y9I  #EV #tesla,1,1,0
"2016-12-13, 11:56 AM",SmartStockNews,SmartStockNews,$TSLA #TeslaMotors : Here Is What Will Truly Drive #TeslaModel3 Success - https://goo.gl/Nz7NKZ,0,0,1
"2016-12-13, 9:23 AM",maxKeppeler,Maximilian Keppeler,So happy right now. :) #reservation #tesla #teslamotors #teslamodel3 #model3 #teslalife #t… http://ift.tt/2gVNxL7 pic.twitter.com/jRKI4vhPw2,0,0,6
"2016-12-13, 4:54 AM",PConfidential,Profit Confidential,#Tesla Stock: @TeslaMotors Inc On A Cautious Drive https://goo.gl/zo5nvz  #ProfitCo #stocks #TeslaModel3 pic.twitter.com/mEXncJe6CG,0,0,0
"2016-12-13, 12:31 AM",eighth_samurai,Niteen Bali,"Tesla Motors - A rising giant in a disruptive tech sector #electricvehicles #ElonMusk #TeslaModel3 #InsideIIM 
https://insideiim.com/tesla-motors-the-future-ahead/?src=bali …pic.twitter.com/2wfGORbvfS",0,0,0
"2016-12-12, 11:43 PM",nTangledCloud,nTangled Cloud,https://cleantechnica.com/2016/04/10/tesla-supercharging-crisis-horizon/ … #teslamodel3 #teslamotors #tesla,0,0,0
"2016-12-12, 12:30 PM",GNT_fr,Génération-NT,Tesla Model 3 : un intérieur toujours très minimaliste http://www.generation-nt.com/tesla-model-habitacle-vehicule-electrique-actualite-1936794.html … #TeslaModel3 #HabitacleTeslapic.twitter.com/bdwqTZxDRe,0,0,0
"2016-12-12, 11:47 AM",PConfidential,Profit Confidential,.@TeslaMotors Cars: Are the Automakers Uniting Against #tesla ? https://goo.gl/NWzrUx  #ProfitCo #stocks #teslamodel3 pic.twitter.com/AlVGZmfen9,0,2,2
"2016-12-12, 10:38 AM",TrendinTech,TrendinTech,Will @TeslaMotors Ever Have Problems With Selling #Cars? http://trendintech.com/2016/12/12/will-tesla-ever-have-problems-with-selling-cars/ … #Model3 #models #tesla #TeslaMotors #teslamodel3,0,0,0
"2016-12-12, 8:45 AM",Model3Owners,Model 3 Owners Club,Last chance to get some cool swag in time for the holidays!  #Tesla #TeslaModel3 https://model3ownersclub.com/shop/,0,2,9
"2016-12-12, 7:39 AM",evannex_com,EVANNEX for Tesla,"5 tips to buy the perfect used #TeslaModelS now, watch video: http://ow.ly/zvtS3072ueU  $tsla #teslamotors #tesla #teslamodel3 #teslamodelx",0,5,5
"2016-12-12, 7:21 AM",Gregordreams,Gregor,"#Tesla is yet a great unknown. Will be possible a #teslamodel3 at $35,000? #ecarhttps://twitter.com/Gregordreams/status/736229887506321409 …",0,0,0
"2016-12-12, 5:31 AM",AutoreviewRu,Авторевю,"Серийная Tesla Model 3: без щитка приборов и воздуховодов?
https://autoreview.ru/news/seriynaya-tesla-model-3-bez-schitka-priborov-i-vozduhovodov …
#Tesla #teslamodel3 pic.twitter.com/Oo6ibGd8hK",0,1,1
